ID	seqnames	type	start	end	strand	likelyStrand	Parent	length	ORFnumber	nearest_ref_gene	nearest_ref_ensembl_transcriptID	exonNumber	exonHits	exactAnnotated	partialAnnotated	geneID	gene_type	genelevel	gene_name	ensembl_transcriptID	transcript_type	transcript_support_level	LTR/repClass	LTR/repName	LTR/repeatIDs	repClass	repeatIDs	LTRderived	spansRTErepeat	summaryAnnotation
trans7d7a8dd96739ed3e	chr15	transcript	98347351	98349750	*	NA	NA	495	NA	NA	NA	2	2853460;2853462	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR;ERVL	MLT1G1;MLT2C2	LTR/ERVL-MaLR|MLT1G1|15|98346987|98347513;LTR/ERVL-MaLR|MLT1G1|15|98347514|98347704;LTR/ERVL|MLT2C2|15|98349551|98349771	LTR	LTR/ERVL-MaLR|MLT1G1|15|98346987|98347513;LTR/ERVL-MaLR|MLT1G1|15|98347514|98347704;LTR/ERVL|MLT2C2|15|98349551|98349771	TRUE	TRUE	unannotated
trans7e0e4010c743acc4	chr6	transcript	122812238	122814052	*	NA	NA	1815	NA	NA	NA	1	1362556	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL	LTR82B	LTR/ERVL|LTR82B|6|122812422|122812872	LTR;LINE;SINE	LTR/ERVL|LTR82B|6|122812422|122812872;LINE/L1|L1ME3E|6|122812883|122813382;LINE/L2|L2|6|122813441|122813711;SINE/Alu|AluSq2|6|122813977|122814277	TRUE	TRUE	unannotated
trans7e25821dd01cca39	chr1	transcript	206056482	206058002	*	NA	NA	1019	NA	C1orf186	ENST00000331555.9	2	345151;345154	0	0	NA	NA	NA	 C1orf186	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	LTR	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	TRUE	TRUE	unannotated
trans7e627d5dba414c36	chr1	transcript	46320449	46330183	*	NA	NA	505	NA	NA	NA	2	136231;136254	0	0	NA	NA	NA	NA	NA	NA	NA	ERVK	LTR5_Hs	LTR/ERVK|LTR5_Hs|1|46320296|46321263;LTR/ERVK|LTR5_Hs|1|46329763|46330515	LTR	LTR/ERVK|LTR5_Hs|1|46320296|46321263;LTR/ERVK|LTR5_Hs|1|46329763|46330515	TRUE	TRUE	unannotated
trans7f1d2b554d27b46c	chr3	transcript	187382824	187449952	*	NA	NA	1255	NA	RP11-567G11.1	ENST00000440726.1	6	898968;898974;898988;899028;899035;899045	0	3	ENSG00000228952.1;ENSG00000280270.1	lincRNA;TEC	level 2	 RP11-567G11.1	ENST00000440726.1;ENST00000624716.1	lincRNA;TEC	5;NA	ERVL;ERV1	MLT2D;LTR37A	LTR/ERVL|MLT2D|3|187448787|187448952;LTR/ERV1|LTR37A|3|187449643|187449996	LINE;LTR;SINE	LINE/L1|L1PB2|3|187386545|187390878;LINE/L1|L1PA2|3|187412124|187418151;LTR/ERVL|MLT2D|3|187448787|187448952;SINE/MIR|MIR3|3|187449168|187449362;SINE/Alu|FLAM_A|3|187449523|187449642;LTR/ERV1|LTR37A|3|187449643|187449996	TRUE	TRUE	partial
trans7f5acce975a55407	chr13	transcript	48575611	48599561	*	NA	NA	2935	3	LINC00462	ENST00000425350.1	4	2551658;2551666;2551686;2551701	0	1	ENSG00000233610.1	lincRNA	level 2	 LINC00462	ENST00000425350.1	lincRNA	1	ERVL;ERVL-MaLR;ERV1	LTR40c;THE1B;MER39	LTR/ERVL|LTR40c|13|48576453|48576895;LTR/ERVL-MaLR|THE1B|13|48580771|48581196;LTR/ERV1|MER39|13|48599050|48599647	SINE;LTR;LINE	SINE/Alu|AluSc8|13|48575336|48575630;LTR/ERVL|LTR40c|13|48576453|48576895;LINE/L2|L2b|13|48576914|48577110;LTR/ERVL-MaLR|THE1B|13|48580771|48581196;LTR/ERV1|MER39|13|48599050|48599647	TRUE	TRUE	partial
trans7fbdff6e0198ab92	chr8	transcript	143016943	143022408	+	+	NA	1703	3	LY6E	ENST00000520466.5	5	1734312;1734320;1734358;1734367;1734376	2	4	ENSG00000160932.10	protein_coding	level 2	 LY6E	ENST00000292494.10	protein_coding	1	ERVL	MER21A	LTR/ERVL|MER21A|8|143016840|143017196	LTR	LTR/ERVL|MER21A|8|143016840|143017196	TRUE	TRUE	partial
trans80031180964a3e9f	chrX	transcript	147181252	147228512	*	NA	NA	290	NA	MIR513A1	ENST00000385138.1	3	3921926;3921958;3921968	0	0	NA	NA	NA	 MIR513A1	NA	NA	NA	ERVL-MaLR;ERVL	MSTA-int;ERVL-B4-int~MLT2B4	LTR/ERVL-MaLR|MSTA-int|X|147216803|147218490;LTR/ERVL|ERVL-B4-int~MLT2B4|X|147228478|147229703	LTR	LTR/ERVL-MaLR|MSTA-int|X|147216803|147218490;LTR/ERVL|ERVL-B4-int~MLT2B4|X|147228478|147229703	TRUE	TRUE	unannotated
trans8041611a61913a93	chr1	transcript	7915322	7919254	*	NA	NA	640	NA	TNFRSF9	ENST00000615230.4	2	30503;30518	0	1	ENSG00000049249.8	protein_coding	level 3	 TNFRSF9	ENST00000615230.4	protein_coding	5	ERVL-MaLR	MLT1I	LTR/ERVL-MaLR|MLT1I|1|7918961|7919225	SINE;LINE;LTR	SINE/Alu|AluSz6|1|7915068|7915373;SINE/Alu|AluSz6|1|7918384|7918666;LINE/L1|L1M5|1|7918667|7918951;LTR/ERVL-MaLR|MLT1I|1|7918961|7919225;SINE/Alu|AluSg|1|7919226|7919522	TRUE	TRUE	partial
trans80541c60f83cd865	chr7	transcript	53380569	53401053	*	NA	NA	301	NA	NA	NA	2	1470106;1470115	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	THE1B	LTR/ERVL-MaLR|THE1B|7|53400844|53401182	SINE;LTR	SINE/Alu|AluSg|7|53380591|53380759;LTR/ERVL-MaLR|THE1B|7|53400844|53401182	TRUE	TRUE	unannotated
trans8131910f0b48d459	chr8	transcript	105798294	106060525	-	-	NA	361	NA	ZFPM2	ENST00000407775.6	3	1710429;1710462;1710492	1	3	ENSG00000251003.7	processed_transcript	level 2	 ZFPM2	ENST00000520433.5	antisense	3	ERVL-MaLR;ERVL	MLT1G3-int;LTR18A	LTR/ERVL-MaLR|MLT1G3-int|8|105927385|105928092;LTR/ERVL|LTR18A|8|106060474|106060807	SINE;LTR	SINE/Alu|AluSx1|8|105798176|105798469;LTR/ERVL-MaLR|MLT1G3-int|8|105927385|105928092;LTR/ERVL|LTR18A|8|106060474|106060807	TRUE	TRUE	partial
trans81672528ebc7264d	chr10	transcript	33309974	33319561	*	NA	NA	531	NA	NRP1	ENST00000265371.8	4	1981234;1981235;1981236;1981246	0	0	NA	NA	NA	 NRP1	NA	NA	NA	ERV1	LTR12B	LTR/ERV1|LTR12B|10|33319304|33319580	SINE;LTR	SINE/Alu|AluY|10|33309950|33310248;SINE/Alu|AluSx|10|33310251|33310549;SINE/Alu|AluY|10|33318999|33319303;LTR/ERV1|LTR12B|10|33319304|33319580	TRUE	TRUE	unannotated
trans8173008444c01bce	chr15	transcript	25636252	25640849	*	NA	NA	619	NA	NA	NA	2	2726540;2726548	0	0	NA	NA	NA	NA	NA	NA	NA	ERVK	HERVK9-int~MER9B	LTR/ERVK|HERVK9-int~MER9B|15|25636096|25640795	LTR	LTR/ERVK|HERVK9-int~MER9B|15|25636096|25640795	TRUE	TRUE	unannotated
trans818e89ea575141c6	chr5	transcript	139527010	139527587	*	NA	NA	486	NA	UBE2D2	ENST00000511725.5	2	1170142;1170144	0	0	NA	NA	NA	 UBE2D2	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|5|139526721|139531564	LTR	LTR/ERV1|Harlequin-int~LTR2B|5|139526721|139531564	TRUE	TRUE	unannotated
trans8267b96ab8026ba6	chr7	transcript	3201759	3202237	*	NA	NA	409	NA	NA	NA	2	1416086;1416087	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	THE1D	LTR/ERVL-MaLR|THE1D|7|3201535|3201912	LTR	LTR/ERVL-MaLR|THE1D|7|3201535|3201912	TRUE	TRUE	unannotated
trans82d0b1a4ffe011d1	chr1	transcript	39799424	39812869	*	NA	NA	398	NA	NA	NA	4	113246;113280;113298;113327	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL	LTR33	LTR/ERVL|LTR33|1|39804856|39805221	LTR;SINE	LTR/ERVL|LTR33|1|39804856|39805221;SINE/Alu|AluY|1|39807967|39808107;SINE/Alu|AluYf1|1|39812551|39812889	TRUE	TRUE	unannotated
trans830098f9f4fc7a4b	chr10	transcript	102430019	102443075	*	NA	NA	524	NA	MIR146B	ENST00000365699.3	2	2067732;2067777	0	0	NA	NA	NA	 MIR146B	NA	NA	NA	ERVL	LTR42	LTR/ERVL|LTR42|10|102442632|102442976	SINE;LTR;LINE	SINE/Alu|AluSq2|10|102429818|102430089;SINE/Alu|AluJr|10|102442326|102442630;LTR/ERVL|LTR42|10|102442632|102442976;LINE/L1|L1MC4|10|102442977|102443219	TRUE	TRUE	unannotated
trans836f24cb8faf3e05	chr5	transcript	139550230	139615386	*	NA	NA	1019	NA	UBE2D2	ENST00000398733.7	2	1170239;1170487	0	0	NA	NA	NA	 UBE2D2	NA	NA	NA	ERV1	LTR12C	LTR/ERV1|LTR12C|5|139549171|139550957	LTR;SINE	LTR/ERV1|LTR12C|5|139549171|139550957;SINE/Alu|AluSq2|5|139551079|139551365;SINE/Alu|AluY|5|139615203|139615499	TRUE	TRUE	unannotated
trans839e67bc81c3c405	chr21	transcript	42600826	42606785	*	NA	NA	1507	NA	AP001626.1	ENST00000419628.1	2	3704608;3704617	0	1	ENSG00000225431.1	lincRNA	level 2	 AP001626.1	ENST00000419628.1	lincRNA	1	ERVL;ERV1	ERV3-16A3_I-int;LTR10E;HERV35I-int	LTR/ERVL|ERV3-16A3_I-int|21|42599569|42600920;LTR/ERV1|LTR10E|21|42605233|42605751;LTR/ERV1|HERV35I-int|21|42605752|42606742	LTR;SINE	LTR/ERVL|ERV3-16A3_I-int|21|42599569|42600920;LTR/ERV1|LTR10E|21|42605233|42605751;LTR/ERV1|HERV35I-int|21|42605752|42606742;SINE/Alu|AluSx1|21|42606743|42607046	TRUE	TRUE	partial
trans83e9286305a953ae	chr8	transcript	133359064	133365956	*	NA	NA	5739	2	NA	NA	3	1728009;1728013;1728016	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1;ERVL-MaLR	MER57B2;MLT1J;LTR9A1;MLT1K	LTR/ERV1|MER57B2|8|133362687|133363046;LTR/ERVL-MaLR|MLT1J|8|133363135|133363614;LTR/ERV1|LTR9A1|8|133364527|133365002;LTR/ERVL-MaLR|MLT1K|8|133365006|133365279	LINE;SINE;LTR	LINE/L2|L2c|8|133359169|133359372;SINE/MIR|MIR1_Amn|8|133359557|133359775;SINE/Alu|AluYf1|8|133361464|133361766;LINE/L2|L2b|8|133361779|133362087;LTR/ERV1|MER57B2|8|133362687|133363046;LTR/ERVL-MaLR|MLT1J|8|133363135|133363614;LTR/ERV1|LTR9A1|8|133364527|133365002;LTR/ERVL-MaLR|MLT1K|8|133365006|133365279	TRUE	TRUE	unannotated
trans8498ce8a8d36a1f3	chr17	transcript	30992273	30999625	*	NA	NA	307	NA	RNF135	ENST00000535306.6	2	3136737;3136803	0	1	ENSG00000181481.13	protein_coding	level 2	 RNF135	ENST00000328381.9	protein_coding	1	ERVL	MER77	LTR/ERVL|MER77|17|30999459|30999978	SINE;LTR	SINE/Alu|AluJo|17|30992242|30992367;SINE/Alu|AluJr|17|30999286|30999413;LTR/ERVL|MER77|17|30999459|30999978	TRUE	TRUE	partial
trans84aef4875cbcf67b	chr6	transcript	31981933	32041106	+	+	NA	10396	4	C4A	ENST00000428956.6	48	1272339;1272355;1272380;1272397;1272437;1272452;1272475;1272512;1272521;1272553;1272577;1272612;1272645;1272660;1272679;1272709;1272735;1272764;1272784;1272805;1272847;1272877;1272888;1272917;1272936;1272958;1272969;1272988;1272999;1273002;1273006;1273008;1273010;1273014;1273021;1273025;1273029;1273035;1273039;1273042;1273052;1273076;1273092;1273097;1273109;1273539;1273549;1273558	45	48	ENSG00000204338.8;ENSG00000231852.6;ENSG00000244731.7	protein_coding;transcribed_unprocessed_pseudogene	level 2	 C4A	ENST00000342991.10;ENST00000418967.6;ENST00000428956.6	protein_coding;retained_intron	1;3	ERVL-MaLR	MLT1O	LTR/ERVL-MaLR|MLT1O|6|32004426|32004912	LINE;LTR;SINE	LINE/CR1|L3b|6|32002963|32003229;LINE/L2|L2b|6|32003425|32003867;LTR/ERVL-MaLR|MLT1O|6|32004426|32004912;SINE/Alu|FLAM_C|6|32006115|32006201	TRUE	TRUE	partial
trans84c25a72ca224174	chr1	transcript	159826694	159854920	*	*	NA	4104	4	SLAMF8	ENST00000289707.9	7	288363;288373;288406;288413;288440;288495;288518	3	7	ENSG00000158714.10;ENSG00000188004.9;ENSG00000243284.1	protein_coding	level 1;level 2	 SLAMF8	ENST00000289707.9;ENST00000368100.1;ENST00000368102.5	protein_coding	1;2	ERVL-MaLR	MLT1G3	LTR/ERVL-MaLR|MLT1G3|1|159836232|159836385	LTR;LINE	LTR/ERVL-MaLR|MLT1G3|1|159836232|159836385;LINE/L2|L2a|1|159837364|159837821	TRUE	TRUE	partial
trans84c888a7764ec988	chr4	transcript	69051230	69064044	*	NA	NA	593	NA	UGT2B11	ENST00000615638.4	2	980216;980264	0	0	NA	NA	NA	 UGT2B11	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710	LTR	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710	TRUE	TRUE	unannotated
trans85568642adab567d	chr1	transcript	206066577	206070957	*	NA	NA	4381	NA	C1orf186	ENST00000331555.9	1	345220	0	0	NA	NA	NA	 C1orf186	NA	NA	NA	ERV1;Gypsy?;ERVL	MER72B;MER83C;LTR85b;MLT2B3	LTR/ERV1|MER72B|1|206066635|206067269;LTR/ERV1|MER83C|1|206067539|206067903;LTR/Gypsy?|LTR85b|1|206068376|206068724;LTR/ERVL|MLT2B3|1|206070949|206071491	SINE;LTR	SINE/Alu|AluSp|1|206066335|206066628;LTR/ERV1|MER72B|1|206066635|206067269;LTR/ERV1|MER83C|1|206067539|206067903;LTR/Gypsy?|LTR85b|1|206068376|206068724;LTR/ERVL|MLT2B3|1|206070949|206071491	TRUE	TRUE	unannotated
trans856461d5bf9cff4b	chr8	transcript	23070160	23074773	-	-	NA	2483	NA	RP11-875O11.3	ENST00000520840.5	3	1644262;1644271;1644273	1	2	ENSG00000253616.5	antisense	level 2	 RP11-875O11.3	ENST00000520840.5	antisense	5	ERV1	LTR12C	LTR/ERV1|LTR12C|8|23069937|23071352	LTR;SINE	LTR/ERV1|LTR12C|8|23069937|23071352;SINE/MIR|MIR3|8|23074447|23074578	TRUE	TRUE	partial
trans85a3efb4e148a162	chr7	transcript	125437785	125470324	+	+	NA	4738	2	RP11-807H17.1	ENST00000458437.1	3	1571027;1571043;1571053	1	3	ENSG00000227869.1	lincRNA	level 2	 RP11-807H17.1	ENST00000458437.1	lincRNA	3	ERV1	MER52A	LTR/ERV1|MER52A|7|125467694|125469044	LINE;SINE;LTR	LINE/L1|L1MCc|7|125437594|125437959;SINE/Alu|AluSg|7|125466250|125466542;LINE/L1|L1MEd|7|125466543|125466840;LTR/ERV1|MER52A|7|125467694|125469044;LINE/L1|L1MEd|7|125469363|125470819	TRUE	TRUE	partial
trans8639010506f790b6	chr1	transcript	9036879	9085279	-	-	NA	2446	1	SCARNA16	ENST00000516595.1	12	32028;32031;32040;32046;32055;32063;32066;32078;32086;32103;32110;32148	10	11	ENSG00000142583.17	protein_coding	level 2	 SCARNA16	ENST00000377424.8	protein_coding	1	ERV1	MER4B	LTR/ERV1|MER4B|1|9085179|9085738	LTR	LTR/ERV1|MER4B|1|9085179|9085738	TRUE	TRUE	partial
trans863bb56492e90e93	chr1	transcript	46328477	46330884	*	NA	NA	402	NA	NA	NA	2	136252;136258	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	Harlequin-int~LTR2B;Harlequin-int	LTR/ERV1|Harlequin-int~LTR2B|1|46325548|46329561;LTR/ERV1|Harlequin-int|1|46330884|46330935	LTR	LTR/ERV1|Harlequin-int~LTR2B|1|46325548|46329561;LTR/ERV1|Harlequin-int|1|46330884|46330935	TRUE	TRUE	unannotated
trans870dce3b4f24fda2	chr12	transcript	9397063	9407347	-	-	NA	861	NA	RP13-735L24.1	ENST00000567749.1	9	2334440;2334469;2334495;2334529;2334604;2334626;2334677;2334872;2335038	1	3	ENSG00000256673.1	unprocessed_pseudogene	level 2	 RP13-735L24.1	ENST00000540982.1	unprocessed_pseudogene	NA	ERV1	HERVE-int	LTR/ERV1|HERVE-int|12|9406304|9406453;LTR/ERV1|HERVE-int|12|9407305|9407906	LTR	LTR/ERV1|HERVE-int|12|9406304|9406453;LTR/ERV1|HERVE-int|12|9407305|9407906	TRUE	TRUE	partial
trans874fcb7bac418f2e	chr4	transcript	69063344	69073395	*	NA	NA	9960	NA	RP13-644M16.5	ENST00000507775.2	2	980254;980268	0	1	NA	NA	NA	 RP13-644M16.5	NA	NA	NA	ERV1;ERVL	HERV3-int;LTR76;MER67A;LTR41C;ERV3-16A3_I-int	LTR/ERV1|HERV3-int|4|69063344|69063382;LTR/ERV1|LTR76|4|69064124|69064798;LTR/ERV1|MER67A|4|69070447|69070582;LTR/ERVL|LTR41C|4|69072719|69072845;LTR/ERVL|ERV3-16A3_I-int|4|69073086|69073226	LTR;LINE	LTR/ERV1|HERV3-int|4|69063344|69063382;LTR/ERV1|LTR76|4|69064124|69064798;LINE/L1|L1PA13|4|69066171|69066383;LINE/L1|L1MA9|4|69068024|69068138;LINE/L1|L1PA11|4|69070310|69070382;LTR/ERV1|MER67A|4|69070447|69070582;LTR/ERVL|LTR41C|4|69072719|69072845;LTR/ERVL|ERV3-16A3_I-int|4|69073086|69073226	TRUE	TRUE	partial
trans87503fad27874bb9	chr7	transcript	135279404	135288400	*	NA	NA	183	NA	NA	NA	2	1583789;1583791	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1A	LTR/ERVL-MaLR|MLT1A|7|135279218|135279449	LTR	LTR/ERVL-MaLR|MLT1A|7|135279218|135279449	TRUE	TRUE	unannotated
trans87a39ea6b82b40e2	chr1	transcript	206058789	206061980	*	NA	NA	2928	1	C1orf186	ENST00000331555.9	2	345158;345174	0	0	NA	NA	NA	 C1orf186	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	LTR;SINE	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912;SINE/MIR|MIR3|1|206059614|206059756;SINE/MIR|MIR|1|206060067|206060305;SINE/Alu|AluSc|1|206061931|206062231	TRUE	TRUE	unannotated
trans87af42e77873f060	chr9	transcript	89304717	89316702	+	+	NA	803	NA	CKS2	ENST00000314355.6	4	1846869;1846876;1846890;1846895	1	2	ENSG00000123975.4	protein_coding	level 2	 CKS2	ENST00000314355.6	protein_coding	1	ERVL-MaLR;ERV1	MLT1H;MER41A	LTR/ERVL-MaLR|MLT1H|9|89304625|89304853;LTR/ERV1|MER41A|9|89308867|89309386	LTR	LTR/ERVL-MaLR|MLT1H|9|89304625|89304853;LTR/ERV1|MER41A|9|89308867|89309386	TRUE	TRUE	partial
trans87ec1628b6404cec	chr5	transcript	156907001	156910959	*	NA	NA	3959	NA	NA	NA	1	1194399	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1;ERVL-MaLR	LTR9;MLT1L	LTR/ERV1|LTR9|5|156909042|156909624;LTR/ERVL-MaLR|MLT1L|5|156910689|156910930	SINE;LTR;LINE	SINE/MIR|MIRb|5|156907684|156907912;SINE/Alu|AluJb|5|156908641|156908936;LTR/ERV1|LTR9|5|156909042|156909624;SINE/MIR|MIR|5|156909761|156909978;SINE/MIR|MIRc|5|156910072|156910257;LINE/L2|L2b|5|156910567|156910685;LTR/ERVL-MaLR|MLT1L|5|156910689|156910930	TRUE	TRUE	unannotated
trans888f97576e1511db	chr3	transcript	128742382	128742766	*	NA	NA	266	NA	RAB7A	ENST00000265062.7	2	837794;837796	0	0	NA	NA	NA	 RAB7A	NA	NA	NA	ERV1	LTR12D;LTR12E	LTR/ERV1|LTR12D|3|128741959|128742761;LTR/ERV1|LTR12E|3|128742764|128743477	LTR	LTR/ERV1|LTR12D|3|128741959|128742761;LTR/ERV1|LTR12E|3|128742764|128743477	TRUE	TRUE	unannotated
trans893bd4098c3c42fe	chr12	transcript	113005025	113011722	+	+	NA	2128	1	OAS2	ENST00000342315.8	5	2478613;2478617;2478620;2478624;2478626	3	5	ENSG00000111335.12	protein_coding	level 2	 OAS2	ENST00000342315.8	protein_coding	1	ERVL	MER21C	LTR/ERVL|MER21C|12|113011190|113011980	LTR	LTR/ERVL|MER21C|12|113011190|113011980	TRUE	TRUE	partial
trans8a5af42655cfb45a	chr1	transcript	171612177	171615850	*	NA	NA	459	NA	NA	NA	2	306255;306258	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR2B	LTR/ERV1|LTR2B|1|171615432|171615903	SINE;LINE;LTR	SINE/Alu|AluSx|1|171612068|171612378;LINE/L2|L2a|1|171614791|171615431;LTR/ERV1|LTR2B|1|171615432|171615903	TRUE	TRUE	unannotated
trans8a71c3fc22c641cb	chr6	transcript	122781315	122784074	*	NA	NA	2760	NA	FABP7	ENST00000368444.7	1	1362428	0	1	ENSG00000164434.11	protein_coding	level 2	 FABP7	ENST00000356535.4	protein_coding	1	ERVL-MaLR	MLT1C2	LTR/ERVL-MaLR|MLT1C2|6|122782210|122782473	LINE;SINE;LTR	LINE/L1|L1M5|6|122781636|122781739;SINE/Alu|AluSx3|6|122781742|122782051;LINE/L1|L1M5|6|122782052|122782183;LTR/ERVL-MaLR|MLT1C2|6|122782210|122782473	TRUE	TRUE	partial
trans8b31326ab044b552	chr2	transcript	34561983	34696524	-	-	NA	1784	NA	LINC01320	ENST00000626008.2	9	443469;443489;443491;443498;443507;443510;443515;443541;443547	1	1	ENSG00000272027.2	lincRNA	level 2	 LINC01320	ENST00000606468.1	lincRNA	5	ERVL-MaLR;ERV1	MLT1I;HERVH-int	LTR/ERVL-MaLR|MLT1I|2|34597855|34598157;LTR/ERV1|HERVH-int|2|34695002|34696877	SINE;LTR	SINE/MIR|MIRc|2|34562089|34562274;LTR/ERVL-MaLR|MLT1I|2|34597855|34598157;LTR/ERV1|HERVH-int|2|34695002|34696877	TRUE	TRUE	partial
trans8b4adabc9f24aa66	chr4	transcript	102234839	102235158	*	NA	NA	242	NA	NA	NA	2	1006371;1006372	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR12C	LTR/ERV1|LTR12C|4|102234168|102235756	LTR	LTR/ERV1|LTR12C|4|102234168|102235756	TRUE	TRUE	unannotated
trans8ba3341435c30f33	chr6	transcript	166392970	166393482	*	NA	NA	345	NA	NA	NA	2	1398564;1398565	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR12E	LTR/ERV1|LTR12E|6|166392641|166393909	LTR	LTR/ERV1|LTR12E|6|166392641|166393909	TRUE	TRUE	unannotated
trans8bf5b945812483be	chr5	transcript	38258519	38468428	+	+	NA	5953	1	EGFLAM	ENST00000354891.7	23	1090106;1090113;1090114;1090118;1090119;1090123;1090126;1090129;1090130;1090132;1090134;1090138;1090146;1090147;1090149;1090152;1090158;1090178;1090181;1090192;1090200;1090208;1090215	20	22	ENSG00000164318.17	protein_coding	level 2	 EGFLAM	ENST00000322350.9;ENST00000354891.7;ENST00000397202.6;ENST00000397210.7	protein_coding	1	ERVL-MaLR	MLT1H	LTR/ERVL-MaLR|MLT1H|5|38466128|38466632	LTR	LTR/ERVL-MaLR|MLT1H|5|38466128|38466632	TRUE	TRUE	partial
trans8c2299aa2714d9c8	chr14	transcript	33985499	34018775	*	NA	NA	345	NA	NA	NA	3	2620490;2620500;2620527	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1F2	LTR/ERVL-MaLR|MLT1F2|14|33985116|33985743	LTR	LTR/ERVL-MaLR|MLT1F2|14|33985116|33985743	TRUE	TRUE	unannotated
trans8c3c855ce694777a	chr6	transcript	31182431	31184718	*	NA	NA	2062	NA	NA	NA	2	1262500;1262503	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|6|31182433|31186769	LTR	LTR/ERV1|Harlequin-int~LTR2B|6|31182433|31186769	TRUE	TRUE	unannotated
trans8c3d29c6dfc85913	chr21	transcript	34745674	34788461	+	+	NA	3344	1	LINC01426	ENST00000420877.1	4	3693737;3693761;3693770;3693779	1	3	ENSG00000234380.1	antisense	level 2	 LINC01426	ENST00000420877.1	antisense	2	ERVL-MaLR	THE1B;MLT1C	LTR/ERVL-MaLR|THE1B|21|34781911|34782274;LTR/ERVL-MaLR|MLT1C|21|34783274|34783728	LTR;SINE	LTR/ERVL-MaLR|THE1B|21|34781911|34782274;SINE/MIR|MIR|21|34782467|34782666;LTR/ERVL-MaLR|MLT1C|21|34783274|34783728;SINE/tRNA-RTE|MamSINE1|21|34783848|34784027;SINE/Alu|AluY|21|34787252|34787547	TRUE	TRUE	partial
trans8cc8446080f21ffa	chr17	transcript	40516954	40527001	*	NA	NA	1044	1	RP5-1028K7.2	ENST00000578280.5	6	3162358;3162359;3162362;3162364;3162367;3162372	0	4	ENSG00000266088.5	lincRNA	level 2	 RP5-1028K7.2	ENST00000578280.5	lincRNA	5	ERVL-MaLR;ERVL	MLT1J;LTR79	LTR/ERVL-MaLR|MLT1J|17|40525997|40526466;LTR/ERVL|LTR79|17|40526547|40527086	LINE;LTR	LINE/L1|L1M8|17|40520458|40520807;LINE/L2|L2c|17|40523338|40523642;LTR/ERVL-MaLR|MLT1J|17|40525997|40526466;LTR/ERVL|LTR79|17|40526547|40527086	TRUE	TRUE	partial
trans8cc8efabf3172e9e	chr1	transcript	171639992	171648129	*	NA	NA	2561	1	MYOC	ENST00000037502.10	3	306295;306298;306299	0	0	NA	NA	NA	 MYOC	NA	NA	NA	ERVL	MER74A	LTR/ERVL|MER74A|1|171640779|171640855;LTR/ERVL|MER74A|1|171641228|171641693	SINE;LTR;LINE	SINE/Alu|FLAM_C|1|171639979|171640093;SINE/Alu|AluJb|1|171640452|171640757;LTR/ERVL|MER74A|1|171640779|171640855;LINE/L1|L1MC1|1|171640856|171641227;LTR/ERVL|MER74A|1|171641228|171641693;SINE/Alu|AluJr|1|171642331|171642638;SINE/Alu|AluSg|1|171647898|171648204	TRUE	TRUE	unannotated
trans8d4bb0c094a3dbd8	chr14	transcript	22170137	22170604	*	NA	NA	468	NA	TRAV30	ENST00000557168.1	1	2600709	0	0	NA	NA	NA	 TRAV30	NA	NA	NA	ERV1	LTR39-int	LTR/ERV1|LTR39-int|14|22170128|22170488	LTR;SINE	LTR/ERV1|LTR39-int|14|22170128|22170488;SINE/Alu|AluSq2|14|22170491|22170797	TRUE	TRUE	unannotated
trans8ea17d67c6602842	chr14	transcript	103049828	103065037	*	NA	NA	178	NA	CDC42BPB	ENST00000361246.6	2	2702470;2702503	0	0	NA	NA	NA	 CDC42BPB	NA	NA	NA	ERVL	ERVL-E-int	LTR/ERVL|ERVL-E-int|14|103065025|103065049	SINE;LTR	SINE/Alu|AluSg|14|103049715|103050010;SINE/Alu|AluSx|14|103064739|103065024;LTR/ERVL|ERVL-E-int|14|103065025|103065049	TRUE	TRUE	unannotated
